,equity
2024-02-22,43004.933199666586
2024-02-23,43093.62170615414
2024-02-26,42968.50802134257
2024-02-27,42980.17949288933
2024-02-28,42941.22263468647
2024-02-29,42971.113593898626
2024-03-01,43400.97654006159
2024-03-04,43373.42390395071
2024-03-05,42782.076537855864
2024-03-06,43085.565745798
2024-03-07,43607.90604662904
2024-03-08,43168.21043996869
2024-03-11,42942.0782166727
2024-03-12,43447.08468205454
2024-03-13,43368.708274073804
2024-03-14,43158.62837410432
2024-03-15,42814.46360539201
2024-03-18,42983.47008845439
2024-03-19,43232.04968093281
2024-03-20,43663.66510114238
2024-03-21,44034.64722403218
2024-03-22,43866.45508701036
2024-03-25,43617.63898983382
2024-03-26,43581.207751112226
2024-03-27,43733.23197771576
2024-03-28,43754.633102516695
2024-04-01,43584.789975732616
2024-04-02,43606.21359366368
2024-04-03,43638.37344126465
2024-04-04,43681.22955738291
2024-04-05,43611.58170849863
2024-04-08,43547.48725356986
2024-04-09,43593.1903219663
2024-04-10,43307.03852260677
2024-04-11,43853.44760795782
2024-04-12,43261.907113280424
2024-04-15,43028.972661685606
2024-04-16,43135.69750020951
2024-04-17,42782.78691561189
2024-04-18,42509.82666095595
2024-04-19,42063.29789885512
2024-04-22,42007.32378161769
2024-04-23,42330.423426295725
2024-04-24,42243.99860100394
2024-04-25,42184.18679923857
2024-04-26,42368.16171116455
2024-04-29,42329.988804595254
2024-04-30,41761.16086099584
2024-05-01,41754.31571950684
2024-05-02,41890.069789842644
2024-05-03,42119.656471858674
2024-05-06,42670.87315421081
2024-05-07,42648.48510563497
2024-05-08,42674.49032363165
2024-05-09,43002.57432423345
2024-05-10,43176.1697819879
2024-05-13,42955.4412043529
2024-05-14,43192.799863364315
2024-05-15,43623.52194609048
2024-05-16,43542.4328332037
2024-05-17,43870.04576417671
2024-05-20,43757.43940213313
2024-05-21,43857.066376471
2024-05-22,43499.33862908167
2024-05-23,42961.14208687338
2024-05-24,43137.85297476856
2024-05-28,43278.694252235495
2024-05-29,43027.31707611736
2024-05-30,42393.55936979826
2024-05-31,42333.369498457185
2024-06-03,42438.72320476882
2024-06-04,42291.144863335976
2024-06-05,42581.77947980952
2024-06-06,42579.88452718944
2024-06-07,42330.16821289804
2024-06-10,42229.89963466007
2024-06-11,43278.10119239376
2024-06-12,43859.60788271604
2024-06-13,43902.938675159014
2024-06-14,44034.82158119972
2024-06-17,44625.59195279386
2024-06-18,44505.495635788975
2024-06-20,43963.70011436909
2024-06-21,43769.17003748138
2024-06-24,43339.428893863056
2024-06-25,43785.243352826175
2024-06-26,44055.62641415695
2024-06-27,44152.08944369196
2024-06-28,43861.55268129778
2024-07-01,44417.3883789744
2024-07-02,44844.16438924526
2024-07-03,45222.58537092202
2024-07-05,45707.17512419085
2024-07-08,45922.50816369856
2024-07-09,45974.13670474795
2024-07-10,46579.135138325866
2024-07-11,45609.23043948742
2024-07-12,45997.101179424
2024-07-15,46290.024389399696
2024-07-16,46275.67168887268
2024-07-17,44977.54481503398
2024-07-18,44635.618737431316
2024-07-19,44313.04021991298
2024-07-22,44792.244643132675
2024-07-23,44946.6815525974
2024-07-24,43713.60406072949
2024-07-25,43674.53957562606
2024-07-26,44091.787067955986
2024-07-29,43903.710593984426
2024-07-30,43658.07820139951
2024-07-31,44494.05735072722
2024-08-01,43346.26533625756
2024-08-02,42634.45105047857
2024-08-05,41749.28934734341
2024-08-06,41423.077625754886
2024-08-07,41485.490513777775
2024-08-08,41776.999277345414
2024-08-09,42105.60088749037
2024-08-12,42226.684733559065
2024-08-13,42644.19130282762
2024-08-14,42831.8707059479
2024-08-15,42982.21825027473
2024-08-16,43150.58246618797
2024-08-19,43281.71344904557
2024-08-20,43437.26426885459
2024-08-21,43507.646017347026
2024-08-22,43232.57281903577
2024-08-23,43534.57894211682
2024-08-26,43528.991826006764
2024-08-27,43583.88889431429
2024-08-28,43463.14697169768
2024-08-29,43653.236778444516
2024-08-30,43559.541224880966
2024-09-03,43012.72963899938
2024-09-04,42933.62672734509
2024-09-05,42789.166128395664
2024-09-06,42391.73953541549
2024-09-09,42540.72633229012
2024-09-10,42619.75111795156
2024-09-11,42741.383201589146
2024-09-12,42763.642334773125
2024-09-13,42869.4258866644
2024-09-16,43054.36987656239
2024-09-17,42974.02113873807
2024-09-18,42769.69638140247
2024-09-19,43176.81684963451
2024-09-20,43335.92923960524
2024-09-23,43271.9323928028
2024-09-24,43370.630973756175
2024-09-25,43112.344002413956
2024-09-26,43309.328494682435
2024-09-27,43338.373830395554
2024-09-30,43310.12364132195
2024-10-01,43203.93429873696
2024-10-02,43202.0622016407
2024-10-03,43031.477002463274
2024-10-04,43390.09716994718
2024-10-07,43078.36978010774
2024-10-08,43070.19225423436
2024-10-09,43143.81352682254
2024-10-10,43131.111020167285
2024-10-11,43788.66832140868
2024-10-14,43907.78257030398
2024-10-15,43929.69771798944
2024-10-16,44226.97632674855
2024-10-17,44360.48042684826
2024-10-18,44511.21537853546
2024-10-21,44335.14127334496
2024-10-22,44400.950219310726
2024-10-23,44198.95858837707
2024-10-24,44266.75789831933
2024-10-25,44063.33745587072
2024-10-28,44249.69238403533
2024-10-29,44300.88813989627
2024-10-30,44351.83915544201
2024-10-31,43788.728263987854
2024-11-01,43732.53454395976
2024-11-04,43628.455408328045
2024-11-05,44000.856048234855
2024-11-06,44701.92976762202
2024-11-07,44772.019617260674
2024-11-08,45014.76425406354
2024-11-11,45364.29140802087
2024-11-12,45010.75928520349
2024-11-13,44857.552254540366
2024-11-14,44495.35870671277
2024-11-15,44275.79097920372
2024-11-18,44408.87914122535
2024-11-19,44520.43546696794
2024-11-20,44534.56459407606
2024-11-21,45045.35730389556
2024-11-22,45514.76279055856
2024-11-25,45791.46001802047
2024-11-26,45832.78417052839
2024-11-27,45817.094278157114
2024-11-29,45977.698421642184
2024-12-02,45723.34553338087
2024-12-03,45554.41844975828
2024-12-04,45645.150990485025
2024-12-05,45521.859615253474
2024-12-06,45632.87417964333
2024-12-09,45005.322927234156
2024-12-10,44407.64744755917
2024-12-11,45256.368331394966
2024-12-12,44898.548396799146
2024-12-13,44754.13390285207
2024-12-16,44853.533590500876
2024-12-17,44761.4844158834
2024-12-18,43828.74410257704
2024-12-19,44047.787128614225
2024-12-20,44818.86328507853
2024-12-23,45484.429707100644
2024-12-24,45882.041452612255
2024-12-26,45889.05094005479
2024-12-27,45237.59900671997
2024-12-30,44953.945038445396
2024-12-31,44561.594069711864
2025-01-02,44576.76610242141
2025-01-03,45250.90597213454
2025-01-06,45767.657899407466
2025-01-07,44723.72254165601
2025-01-08,44795.14372400231
2025-01-10,43735.93172487023
2025-01-13,43627.1917632178
2025-01-14,43715.32024964371
2025-01-15,44619.00852976778
2025-01-16,44076.43773756704
2025-01-17,44509.68357977562
2025-01-21,44884.43335658307
2025-01-22,45065.5003653435
2025-01-23,45281.64773795908
2025-01-24,45201.09056699172
2025-01-27,44409.49821379558
2025-01-28,44731.76458615837
2025-01-29,44696.49150701454
2025-01-30,45104.52156813671
2025-01-31,44960.228327447054
2025-02-03,44790.43201202617
2025-02-04,45008.030389719934
2025-02-05,45425.39560224247
2025-02-06,45747.690348010394
2025-02-07,45418.52621461948
2025-02-10,45611.79023372625
2025-02-11,45545.212484876196
2025-02-12,45470.98304031947
2025-02-13,45897.939242330154
2025-02-14,46024.21551387304
2025-02-18,46257.40518035209
2025-02-19,46274.24973228993
2025-02-20,46092.321999128086
2025-02-21,45749.27436696517
2025-02-24,45772.72601210743
2025-02-25,45543.307986735526
2025-02-26,45281.42972719547
2025-02-27,44670.26924166316
2025-02-28,45098.88846735379
2025-03-03,45098.94031434253
2025-03-04,44972.07426846377
2025-03-05,45120.032779819136
2025-03-06,44993.37627240376
2025-03-07,45215.29605386294
2025-03-10,45161.89883382695
2025-03-11,45275.47895502143
2025-03-12,45285.48312294989
2025-03-13,45625.247187326066
2025-03-14,45567.327564115025
2025-03-17,45656.88923101479
2025-03-18,45852.22356122178
2025-03-19,45984.08872214443
2025-03-20,45990.77361670998
2025-03-21,45863.76406884559
2025-03-24,45686.833769880504
2025-03-25,45785.17882405994
2025-03-26,45733.392525638024
2025-03-27,45932.23436469592
2025-03-28,46196.90158236414
2025-03-31,46474.5993958461
2025-04-01,46504.01997238415
2025-04-02,46509.92430189964
2025-04-03,46634.02928196494
2025-04-04,46304.59885059857
2025-04-07,45626.74222504578
2025-04-08,45253.91541644988
2025-04-09,45285.90541676413
2025-04-10,44773.80890857305
2025-04-11,44743.754995766925
2025-04-14,44780.96793328766
2025-04-15,44903.41147637994
2025-04-16,45475.31770309769
2025-04-17,45371.15902549645
2025-04-21,45283.28802015074
2025-04-22,45299.70584697753
2025-04-23,45266.85275074565
2025-04-24,45321.61372532489
2025-04-25,45359.939430499035
2025-04-28,45596.653094855574
2025-04-29,45510.26530930264
2025-04-30,45440.5824913738
2025-05-01,45028.72883908414
2025-05-02,44925.16778094383
2025-05-05,45343.74169793298
2025-05-06,45818.51134041525
2025-05-07,45635.36156361876
2025-05-08,45186.0077621197
2025-05-09,45313.769103098064
2025-05-12,44764.437374667825
2025-05-13,44813.227165601886
2025-05-14,44432.27113514544
2025-05-15,44794.32175989757
2025-05-16,44614.98968584561
2025-05-19,44890.47799838794
2025-05-20,45104.06060152548
2025-05-21,44942.013261727014
2025-05-22,44944.14596040787
2025-05-23,45142.44715356362
2025-05-27,45494.387659914355
2025-05-28,45334.27116983822
2025-05-29,45470.868067279545
2025-05-30,45508.87739964566
2025-06-02,46031.34326995298
2025-06-03,45985.138749743404
2025-06-04,46075.060451653066
2025-06-05,45977.14204996106
2025-06-06,45943.181421453104
2025-06-09,46004.62040899994
2025-06-10,45949.878846139385
2025-06-11,46141.690412437514
2025-06-12,46495.82664038674
2025-06-13,46439.38944546948
2025-06-16,46479.853757745776
2025-06-17,46351.34483350318
2025-06-18,46361.44494139198
2025-06-20,46278.551306793815
2025-06-23,46901.87620091503
2025-06-24,47437.21495136266
2025-06-25,47520.43224484453
2025-06-26,47891.51085261272
2025-06-27,47864.138879265
2025-06-30,48208.68896550043
2025-07-01,47707.5149057415
2025-07-02,47835.57434062046
2025-07-03,48395.44121761721
2025-07-07,48296.60377866368
2025-07-08,48302.457353690676
2025-07-09,48343.49711035706
2025-07-10,48343.49711035706
