signal_id,signal_date,created_at,source_data_last_date,parent_m2_signal_id,historical_cutoff,prospective_week_number,conviction_history_first_date,conviction_history_last_date,conviction_history_count,conviction_history_hash_before,CONVICTION_RAW,less_count,equal_count,CONVICTION_PERCENTILE,M5_M2_WEIGHT,M5_BASELINE_WEIGHT,eligible_asset_count,m2_top3,m5_top3,top3_overlap,target_weights_json,signal_status,expected_execution_date,APPROVED_FOR_REAL_MONEY,ticker,baseline_rank,M2_prediction_rank,M2_REFERENCE_SCORE,M5_ADAPTIVE_SCORE,target_weight,action
M5_20260717,2026-07-17,2026-07-18T09:14:07.595739+00:00,2026-07-17,M2_20260717,2026-07-14,1,2024-04-26,2026-07-14,104,5c824a46435468083c3fef7de2c518edf2ef588f8b37059458c2813317f40d8f,0.24891180792121,22,0,0.21153846153846154,0.22115384615384617,0.7788461538461539,30,"LLY,XLK,UNH","LLY,UNH,AAPL",2,"{""AAPL"": 0.3, ""LLY"": 0.3, ""SHY"": 0.10000000000000003, ""UNH"": 0.3}",SIGNAL_CREATED_PENDING_EXECUTION,,False,AAPL,0.9333333333333333,0.7333333333333333,0.8733333333333333,0.889102564102564,0.3,BUY
M5_20260717,2026-07-17,2026-07-18T09:14:07.595739+00:00,2026-07-17,M2_20260717,2026-07-14,1,2024-04-26,2026-07-14,104,5c824a46435468083c3fef7de2c518edf2ef588f8b37059458c2813317f40d8f,0.24891180792121,22,0,0.21153846153846154,0.22115384615384617,0.7788461538461539,30,"LLY,XLK,UNH","LLY,UNH,AAPL",2,"{""AAPL"": 0.3, ""LLY"": 0.3, ""SHY"": 0.10000000000000003, ""UNH"": 0.3}",SIGNAL_CREATED_PENDING_EXECUTION,,False,LLY,0.9666666666666667,0.8666666666666667,0.9366666666666666,0.944551282051282,0.3,BUY
M5_20260717,2026-07-17,2026-07-18T09:14:07.595739+00:00,2026-07-17,M2_20260717,2026-07-14,1,2024-04-26,2026-07-14,104,5c824a46435468083c3fef7de2c518edf2ef588f8b37059458c2813317f40d8f,0.24891180792121,22,0,0.21153846153846154,0.22115384615384617,0.7788461538461539,30,"LLY,XLK,UNH","LLY,UNH,AAPL",2,"{""AAPL"": 0.3, ""LLY"": 0.3, ""SHY"": 0.10000000000000003, ""UNH"": 0.3}",SIGNAL_CREATED_PENDING_EXECUTION,,False,SHY,,,,,0.1,BUY
M5_20260717,2026-07-17,2026-07-18T09:14:07.595739+00:00,2026-07-17,M2_20260717,2026-07-14,1,2024-04-26,2026-07-14,104,5c824a46435468083c3fef7de2c518edf2ef588f8b37059458c2813317f40d8f,0.24891180792121,22,0,0.21153846153846154,0.22115384615384617,0.7788461538461539,30,"LLY,XLK,UNH","LLY,UNH,AAPL",2,"{""AAPL"": 0.3, ""LLY"": 0.3, ""SHY"": 0.10000000000000003, ""UNH"": 0.3}",SIGNAL_CREATED_PENDING_EXECUTION,,False,UNH,1.0,0.6,0.8799999999999999,0.9115384615384615,0.3,BUY
