lab,FINAL_STATUS,SCOPE_STATUS,UNIVERSAL_GENERALIZATION,GATE_2_MIN_200,n_valid_stocks,n_valid_etfs,TOP_K,METRIC_STATUS,RANKING_ENGINE_STATUS,leakage_pass,integrity_gates,ML_RESEARCH_ONLY,approved_for_real_money
v17_2_backtest_integrity,FAILED_BACKTEST_INTEGRITY,QUICK_TEST_ONLY,NOT_TESTED,NOT_TESTED_QUICK_MODE,16,23,3,PASS,FAILED_SCORE_NOT_USED,False,"{""INTEGRITY_GATE_1_temporal_contract"": true, ""INTEGRITY_GATE_2_metric_consistency"": true, ""INTEGRITY_GATE_3_weights_sum_1"": true, ""INTEGRITY_GATE_4_no_leverage"": true, ""INTEGRITY_GATE_5_random_rank_differs"": true, ""INTEGRITY_GATE_6_leakage_all_pass"": false, ""INTEGRITY_GATE_7_rebalance_consistent"": true, ""INTEGRITY_GATE_8_top_k_lt_universe"": true, ""INTEGRITY_GATE_9_score_changes_holdings"": false, ""INTEGRITY_GATE_10_no_duplicate_periods"": true}",False,False
