,equity
2020-02-28,22181.591572754816
2020-03-02,22290.144782742133
2020-03-03,22556.053513103714
2020-03-04,22653.725390217453
2020-03-05,22810.378632053234
2020-03-06,22860.552573734676
2020-03-09,22813.225931842546
2020-03-10,22609.728679977976
2020-03-11,22402.889071864513
2020-03-12,21928.173708105325
2020-03-13,21862.614432105707
2020-03-16,21728.125060318544
2020-03-17,21765.485497445516
2020-03-18,21427.19187229726
2020-03-19,21322.32971263396
2020-03-20,21488.469544611697
2020-03-23,21786.588573285862
2020-03-24,22256.325326183127
2020-03-25,22217.848055107483
2020-03-26,22470.875188676713
2020-03-27,22423.207040800633
2020-03-30,22543.525926120816
2020-03-31,22286.27740419322
2020-04-01,22282.929927112127
2020-04-02,22440.770012089637
2020-04-03,22442.746208958524
2020-04-06,22745.199388681453
2020-04-07,22670.464016098103
2020-04-08,22679.85446720706
2020-04-09,22912.615076671107
2020-04-13,22996.75207959727
2020-04-14,23134.636184641487
2020-04-15,23118.47954169218
2020-04-16,23141.592575660066
2020-04-17,23042.105140200067
2020-04-20,23071.036136311075
2020-04-21,22973.30583064556
2020-04-22,23136.40748383415
2020-04-23,23201.322686540003
2020-04-24,23202.303228274417
2020-04-27,23152.32120611125
2020-04-28,23140.77056216418
2020-04-29,23221.313968896506
2020-04-30,23064.502458835184
2020-05-01,23051.636530745145
2020-05-04,23091.71880279405
2020-05-05,23142.42673555926
2020-05-06,23014.733357513476
2020-05-07,23191.457788830616
2020-05-08,23157.499261713587
2020-05-11,23100.893667073076
2020-05-12,23110.290744773094
2020-05-13,23159.145934071228
2020-05-14,23253.06718151491
2020-05-15,23308.086229277415
2020-05-18,23259.130856431522
2020-05-19,23329.579699404247
2020-05-20,23375.62847582182
2020-05-21,23258.58900710398
2020-05-22,23320.93881521294
2020-05-26,23215.62159029605
2020-05-27,23259.08186804693
2020-05-28,23286.8321127975
2020-05-29,23379.419717721048
2020-06-01,23418.153080801683
2020-06-02,23370.5233662899
2020-06-03,23210.13814057942
2020-06-04,23240.678546842686
2020-06-05,23106.888410093954
2020-06-08,23211.436412581323
2020-06-09,23295.065228477422
2020-06-10,23454.937081119067
2020-06-11,23305.283792865215
2020-06-12,23319.461227244796
2020-06-15,23324.151162029757
2020-06-16,23346.086685823382
2020-06-17,23369.873302705757
2020-06-18,23371.674580620864
2020-06-19,23449.36523042374
2020-06-22,23737.402172711398
2020-06-23,23912.61120286501
2020-06-24,23474.27075614553
2020-06-25,23729.88047208077
2020-06-26,23272.010390618998
2020-06-29,23539.591736606075
2020-06-30,23873.352939039665
2020-07-01,23969.561780037682
2020-07-02,24073.98051070831
2020-07-06,24520.408657386706
2020-07-07,24373.440272775966
2020-07-08,24707.38707596903
2020-07-09,24791.000834056947
2020-07-10,24868.082542530286
2020-07-13,24458.52785137325
2020-07-14,24810.71810658241
2020-07-15,24826.92581094624
2020-07-16,24656.866426826826
2020-07-17,24738.547356271163
2020-07-20,25207.752387703327
2020-07-21,25014.769943203562
2020-07-22,25167.657704497677
2020-07-23,24611.85354217621
2020-07-24,24546.134132911342
2020-07-27,24938.65938308099
2020-07-28,24688.60345996015
2020-07-29,25025.0390835412
2020-07-30,25153.602493492734
2020-07-31,25797.10329730723
2020-08-03,26214.45531295026
2020-08-04,26441.108922674237
2020-08-05,26529.734596722978
2020-08-06,26861.372580762363
2020-08-07,26570.03928427101
2020-08-10,26581.61287800972
2020-08-11,25980.091187518992
2020-08-12,26617.882426633678
2020-08-13,26781.928673324528
2020-08-14,26812.995241712015
2020-08-17,27304.710074698
2020-08-18,27415.94199914756
2020-08-19,27219.903611395162
2020-08-20,27466.912207823465
2020-08-21,28008.510273851207
2020-08-24,28119.663468799034
2020-08-25,28148.41980022838
2020-08-26,28435.239554155418
2020-08-27,28245.55808834491
2020-08-28,28565.565822825967
2020-08-31,28875.03937019196
2020-09-01,29447.56707390384
2020-09-02,29600.129235202745
2020-09-03,28097.13434336967
2020-09-04,27816.408018493516
2020-09-08,26802.741524889872
2020-09-09,27593.878069452694
2020-09-10,27099.49481679106
2020-09-11,26928.931051342275
2020-09-14,27521.629505549503
2020-09-15,27650.620637882163
2020-09-16,27203.978656092328
2020-09-17,26988.965166064434
2020-09-18,26630.7597923856
2020-09-21,26735.45791934299
2020-09-22,26934.59582746211
2020-09-23,26334.040305082355
2020-09-24,26432.698153854075
2020-09-25,26855.404866445966
2020-09-28,27181.802683627444
2020-09-29,27156.27860066817
2020-09-30,27278.38506797895
2020-10-01,27499.69098871554
2020-10-02,27074.39526920486
2020-10-05,27389.84137722119
2020-10-06,27185.660580771477
2020-10-07,27451.137194303552
2020-10-08,27573.56392617493
2020-10-09,27809.932082882184
2020-10-12,28056.30706979462
2020-10-13,27939.312449730118
2020-10-14,27848.400049909327
2020-10-15,27857.10492771646
2020-10-16,27802.26953121767
2020-10-19,27516.118676042464
2020-10-20,27569.212412668778
2020-10-21,27529.17082379959
2020-10-22,27552.567042285435
2020-10-23,27592.119145820085
2020-10-26,27223.225667968567
2020-10-27,27263.375806751836
2020-10-28,26511.80830551504
2020-10-29,26771.937411773644
2020-10-30,26399.937832952408
2020-11-02,26586.883963873745
2020-11-03,26832.980129011296
2020-11-04,26892.703740949117
2020-11-05,27260.247779312653
2020-11-06,27184.483724009155
2020-11-09,26555.60783982951
2020-11-10,26178.10787134011
2020-11-11,26596.26010452501
2020-11-12,26538.534746631733
2020-11-13,26678.995313070962
2020-11-16,27044.861266028463
2020-11-17,27027.286810900827
2020-11-18,26764.494618908848
2020-11-19,26869.81219322267
2020-11-20,26776.91770089343
2020-11-23,27052.108262050624
2020-11-24,27532.828221438493
2020-11-25,27470.103664933027
2020-11-27,27486.278762879563
2020-11-30,27153.86302612717
2020-12-01,27440.396185590693
2020-12-02,27555.034532628397
2020-12-03,27616.547688770195
2020-12-04,27931.17040114381
2020-12-07,27940.60402233031
2020-12-08,28069.932793790867
2020-12-09,27797.272521527728
2020-12-10,27914.509956102658
2020-12-11,27790.286061267787
2020-12-14,27747.334914682437
2020-12-15,28180.506692225368
2020-12-16,28213.18809971774
2020-12-17,28399.36460746035
2020-12-18,28264.57081830466
2020-12-21,28349.113906727485
2020-12-22,28372.440933587677
2020-12-23,28547.34326013344
2020-12-24,28594.923732633917
2020-12-28,28788.678221976443
2020-12-29,28523.178429613396
2020-12-30,28615.715180570693
2020-12-31,28677.95759078119
