version,status,trial_count,approved_for_real_money,public_model,latest_signal_date,v14_assets,m2_assets,m5_assets,d2_assets,execution_status,suite_tests,suite_passed,suite_failed,generated_at_utc
v27_1_6,WEB_RESEARCH_STATUS_UPDATED,619,False,V14 R1 Return Engine,2026-07-17,"AAPL,LLY,UNH,SHY","LLY,UNH,XLK,SHY","AAPL,LLY,UNH,SHY","AAPL,UNH,VLUE,SHY",Pendiente de la próxima apertura,1928,1928,0,2026-07-18T10:47:20.860651+00:00
