start_date,strategy,total_return,CAGR,sharpe,sortino,max_drawdown,calmar,annual_volatility,win_years_vs_spy,win_years_vs_qqq,win_years_vs_equal_weight,win_years_vs_6040
2012-01-01,U2_COMPOSITE_TOP30_DIVERSIFIED,414.63,15.29,1.017,1.193,-20.05,0.763,15.15,0.5,0.25,0.16666666666666666,0.8333333333333334
