,equity
530,155992.88854017612
531,159133.0186598453
532,155122.86538163718
533,157468.74514373523
534,161691.58362180393
535,161166.11112779085
536,162495.13534442338
537,165592.24070573092
538,169924.11962719104
539,170474.07840266396
540,170171.76155737956
541,171412.42593563977
542,167596.5406964321
543,169178.59348522034
544,172490.2541459476
545,172879.08966159826
546,169151.8830794081
547,168731.31273040926
548,165306.74709595912
549,171553.65228217765
550,172383.2646229598
551,170745.59124507266
552,169239.12612575496
553,171027.98267182428
554,171659.92334606723
555,171617.02100312005
556,172632.1617472572
557,176555.50554661464
558,175802.73431622944
559,176254.9581433398
560,173167.692821085
561,174216.66082113102
562,173317.4671673595
563,172996.56927363444
564,173165.76429247844
565,169103.59248485323
566,163848.211621156
567,177666.58892486052
568,185870.8065597309
569,191044.72939866775
570,194779.12077395877
571,198980.0214385278
572,202372.20949856017
573,202901.54681482195
574,202949.7886523268
575,199852.12963055677
