signal_date,execution_date,holding_start,sum_weights,cash_weight,turnover,cost,equity_after_cost
2021-01-15,2021-01-19,2021-01-19,1.0,0,0.0,0.0,88615.43
2021-01-22,2021-01-25,2021-01-25,1.0,0,0.333333,57.3331,85942.28
2021-01-29,2021-02-01,2021-02-01,1.0,0,0.0,0.0,83529.55
2021-02-05,2021-02-08,2021-02-08,1.0,0,0.0,0.0,87798.31
2021-02-12,2021-02-16,2021-02-16,1.0,0,0.333333,60.1795,90209.02
2021-02-19,2021-02-22,2021-02-22,1.0,0,0.333333,60.4011,90541.25
2021-02-26,2021-03-01,2021-03-01,1.0,0,0.333333,61.6396,92397.73
2021-03-05,2021-03-08,2021-03-08,1.0,0,0.333333,64.7675,97086.46
2021-03-12,2021-03-15,2021-03-15,1.0,0,0.333333,65.8114,98651.23
2021-03-19,2021-03-22,2021-03-22,1.0,0,0.0,0.0,95992.8
2021-03-26,2021-03-29,2021-03-29,1.0,0,0.333333,64.5375,96741.68
2021-04-09,2021-04-12,2021-04-12,1.0,0,0.666667,127.2015,95273.89
2021-04-16,2021-04-19,2021-04-19,1.0,0,0.666667,127.0306,95145.9
2021-04-23,2021-04-26,2021-04-26,1.0,0,0.666667,125.5234,94017.05
2021-04-30,2021-05-03,2021-05-03,1.0,0,0.0,0.0,96783.27
2021-05-07,2021-05-10,2021-05-10,1.0,0,0.333333,67.3065,100892.46
2021-05-14,2021-05-17,2021-05-17,1.0,0,0.0,0.0,100001.1
2021-05-21,2021-05-24,2021-05-24,1.0,0,0.333333,66.1165,99108.57
2021-05-28,2021-06-01,2021-06-01,1.0,0,0.333333,66.953,100362.54
2021-06-04,2021-06-07,2021-06-07,1.0,0,0.333333,68.4744,102643.07
2021-06-11,2021-06-14,2021-06-14,1.0,0,0.333333,68.4919,102669.34
2021-06-18,2021-06-21,2021-06-21,1.0,0,0.333333,68.7996,103130.6
2021-06-25,2021-06-28,2021-06-28,1.0,0,0.0,0.0,106441.27
2021-07-02,2021-07-06,2021-07-06,1.0,0,0.333333,73.6861,110455.39
2021-07-09,2021-07-12,2021-07-12,1.0,0,0.0,0.0,108367.98
2021-07-16,2021-07-19,2021-07-19,1.0,0,0.333333,68.3705,102487.39
2021-07-23,2021-07-26,2021-07-26,1.0,0,0.0,0.0,109752.72
2021-07-30,2021-08-02,2021-08-02,1.0,0,0.333333,72.1502,108153.19
2021-08-06,2021-08-09,2021-08-09,1.0,0,0.0,0.0,114107.74
2021-08-13,2021-08-16,2021-08-16,1.0,0,0.0,0.0,114205.67
2021-08-20,2021-08-23,2021-08-23,1.0,0,0.0,0.0,114321.03
2021-08-27,2021-08-30,2021-08-30,1.0,0,0.0,0.0,118433.47
2021-09-03,2021-09-07,2021-09-07,1.0,0,0.333333,78.8321,118169.34
2021-09-10,2021-09-13,2021-09-13,1.0,0,0.0,0.0,116069.65
2021-09-17,2021-09-20,2021-09-20,1.0,0,0.0,0.0,114123.15
2021-09-24,2021-09-27,2021-09-27,1.0,0,0.333333,77.245,115790.24
2021-10-01,2021-10-04,2021-10-04,1.0,0,0.333333,74.3174,111401.84
2021-10-08,2021-10-11,2021-10-11,1.0,0,0.0,0.0,113744.12
2021-10-15,2021-10-18,2021-10-18,1.0,0,0.333333,78.7195,118000.56
2021-10-22,2021-10-25,2021-10-25,1.0,0,0.0,0.0,123293.2
2021-10-29,2021-11-01,2021-11-01,1.0,0,0.333333,85.7634,128559.31
2021-11-05,2021-11-08,2021-11-08,1.0,0,0.666667,180.1254,134913.9
2021-11-12,2021-11-15,2021-11-15,1.0,0,0.333333,93.2326,139755.69
2021-11-19,2021-11-22,2021-11-22,1.0,0,0.333333,95.8665,143703.83
2021-11-26,2021-11-29,2021-11-29,1.0,0,0.333333,93.0086,139419.92
2021-12-03,2021-12-06,2021-12-06,1.0,0,0.0,0.0,134984.62
2021-12-10,2021-12-13,2021-12-13,1.0,0,0.0,0.0,134150.09
2021-12-17,2021-12-20,2021-12-20,1.0,0,0.333333,85.7933,128604.19
2021-12-31,2022-01-03,2022-01-03,1.0,0,0.0,0.0,135430.05
2022-01-07,2022-01-10,2022-01-10,1.0,0,0.0,0.0,125300.89
2022-01-14,2022-01-18,2022-01-18,1.0,0,0.333333,83.2084,124729.34
2022-01-21,2022-01-24,2022-01-24,1.0,0,0.666667,149.624,112068.39
2022-01-28,2022-01-31,2022-01-31,1.0,0,0.0,0.0,116730.07
2022-02-04,2022-02-07,2022-02-07,1.0,0,0.0,0.0,121998.52
2022-02-11,2022-02-14,2022-02-14,1.0,0,0.0,0.0,121874.13
2022-02-18,2022-02-22,2022-02-22,1.0,0,0.333333,79.3041,118876.83
2022-02-25,2022-02-28,2022-02-28,1.0,0,0.333333,81.2355,121772.08
2022-03-04,2022-03-07,2022-03-07,1.0,0,0.333333,87.2063,130722.27
2022-03-11,2022-03-14,2022-03-14,1.0,0,0.333333,88.8927,133250.09
2022-03-18,2022-03-21,2022-03-21,1.0,0,0.0,0.0,130973.69
2022-03-25,2022-03-28,2022-03-28,1.0,0,0.0,0.0,136816.94
2022-04-01,2022-04-04,2022-04-04,1.0,0,0.0,0.0,134906.37
2022-04-08,2022-04-11,2022-04-11,1.0,0,0.0,0.0,141417.71
2022-04-22,2022-04-25,2022-04-25,1.0,0,0.333333,88.6582,132898.59
2022-04-29,2022-05-02,2022-05-02,1.0,0,0.333333,87.1444,130629.43
2022-05-06,2022-05-09,2022-05-09,1.0,0,0.333333,89.586,134289.48
2022-05-13,2022-05-16,2022-05-16,1.0,0,0.0,0.0,132023.06
2022-05-20,2022-05-23,2022-05-23,1.0,0,0.0,0.0,134977.01
2022-05-27,2022-05-31,2022-05-31,1.0,0,0.0,0.0,144307.69
2022-06-03,2022-06-06,2022-06-06,1.0,0,0.333333,94.3665,141455.43
2022-06-10,2022-06-13,2022-06-13,1.0,0,0.333333,91.7123,137476.7
2022-06-17,2022-06-21,2022-06-21,1.0,0,0.0,0.0,122750.19
2022-06-24,2022-06-27,2022-06-27,1.0,0,0.333333,84.6203,126845.83
2022-07-01,2022-07-05,2022-07-05,1.0,0,0.0,0.0,128972.87
2022-07-08,2022-07-11,2022-07-11,1.0,0,0.0,0.0,129157.23
2022-07-15,2022-07-18,2022-07-18,1.0,0,0.0,0.0,129488.29
2022-07-22,2022-07-25,2022-07-25,1.0,0,0.333333,86.5121,129681.65
2022-07-29,2022-08-01,2022-08-01,1.0,0,0.333333,91.8617,137700.67
2022-08-05,2022-08-08,2022-08-08,1.0,0,1.0,258.1519,128817.78
2022-08-12,2022-08-15,2022-08-15,1.0,0,0.666667,171.2652,128277.6
2022-08-19,2022-08-22,2022-08-22,1.0,0,0.333333,83.8641,125712.26
2022-08-26,2022-08-29,2022-08-29,1.0,0,0.0,0.0,119805.54
2022-09-02,2022-09-06,2022-09-06,1.0,0,0.333333,77.3031,115877.32
2022-09-09,2022-09-12,2022-09-12,1.0,0,0.333333,79.1209,118602.17
2022-09-16,2022-09-19,2022-09-19,1.0,0,0.333333,74.4396,111585.03
2022-09-23,2022-09-26,2022-09-26,1.0,0,0.0,0.0,107678.98
2022-09-30,2022-10-03,2022-10-03,1.0,0,0.666667,139.1736,104241.05
2022-10-07,2022-10-10,2022-10-10,1.0,0,0.333333,75.4478,113096.26
2022-10-14,2022-10-17,2022-10-17,1.0,0,0.333333,73.2683,109829.17
2022-10-21,2022-10-24,2022-10-24,1.0,0,0.333333,77.5456,116240.82
2022-10-28,2022-10-31,2022-10-31,1.0,0,0.333333,80.7733,121079.2
2022-11-04,2022-11-07,2022-11-07,1.0,0,0.0,0.0,122185.82
2022-11-11,2022-11-14,2022-11-14,1.0,0,0.0,0.0,122955.16
2022-11-18,2022-11-21,2022-11-21,1.0,0,0.333333,82.2442,123284.01
2022-11-25,2022-11-28,2022-11-28,1.0,0,0.333333,83.168,124668.87
2022-12-02,2022-12-05,2022-12-05,1.0,0,0.333333,82.6878,123949.07
2022-12-09,2022-12-12,2022-12-12,1.0,0,0.333333,80.2569,120305.14
2022-12-16,2022-12-19,2022-12-19,1.0,0,0.333333,78.8997,118270.61
2022-12-23,2022-12-27,2022-12-27,1.0,0,0.333333,78.1996,117221.23
2022-12-30,2023-01-03,2023-01-03,1.0,0,0.333333,78.1249,117109.17
2023-01-06,2023-01-09,2023-01-09,1.0,0,0.333333,80.4537,120600.17
2023-01-13,2023-01-17,2023-01-17,1.0,0,0.333333,84.5404,126726.09
2023-01-20,2023-01-23,2023-01-23,1.0,0,0.0,0.0,127914.67
2023-01-27,2023-01-30,2023-01-30,1.0,0,0.333333,92.462,138600.56
2023-02-03,2023-02-06,2023-02-06,1.0,0,0.333333,100.987,151379.57
2023-02-10,2023-02-13,2023-02-13,1.0,0,0.333333,97.1442,145619.11
2023-02-17,2023-02-21,2023-02-21,1.0,0,0.0,0.0,145806.87
2023-02-24,2023-02-27,2023-02-27,1.0,0,0.0,0.0,148032.21
2023-03-03,2023-03-06,2023-03-06,1.0,0,0.0,0.0,158309.19
2023-03-10,2023-03-13,2023-03-13,1.0,0,0.333333,102.1129,153067.17
2023-03-17,2023-03-20,2023-03-20,1.0,0,0.0,0.0,173135.82
2023-03-24,2023-03-27,2023-03-27,1.0,0,0.0,0.0,178644.74
2023-03-31,2023-04-03,2023-04-03,1.0,0,0.0,0.0,182604.84
2023-04-14,2023-04-17,2023-04-17,1.0,0,0.0,0.0,179122.53
2023-04-21,2023-04-24,2023-04-24,1.0,0,0.0,0.0,175452.54
2023-04-28,2023-05-01,2023-05-01,1.0,0,0.333333,123.3606,184917.6
2023-05-05,2023-05-08,2023-05-08,1.0,0,0.333333,123.8294,185620.2
2023-05-12,2023-05-15,2023-05-15,1.0,0,0.0,0.0,186292.0
2023-05-19,2023-05-22,2023-05-22,1.0,0,0.333333,131.2961,196812.86
2023-05-26,2023-05-30,2023-05-30,1.0,0,0.0,0.0,230807.03
2023-06-02,2023-06-05,2023-06-05,1.0,0,0.0,0.0,229026.34
2023-06-09,2023-06-12,2023-06-12,1.0,0,0.333333,153.5702,230201.76
2023-06-16,2023-06-20,2023-06-20,1.0,0,0.666667,313.4954,234808.08
2023-06-23,2023-06-26,2023-06-26,1.0,0,0.333333,154.8454,232113.23
2023-06-30,2023-07-03,2023-07-03,1.0,0,0.333333,155.703,233398.77
2023-07-07,2023-07-10,2023-07-10,1.0,0,0.333333,152.7523,228975.72
2023-07-14,2023-07-17,2023-07-17,1.0,0,0.0,0.0,242991.39
2023-07-21,2023-07-24,2023-07-24,1.0,0,0.0,0.0,237859.8
2023-07-28,2023-07-31,2023-07-31,1.0,0,0.0,0.0,250827.19
2023-08-04,2023-08-07,2023-08-07,1.0,0,0.0,0.0,241679.5
2023-08-11,2023-08-14,2023-08-14,1.0,0,0.0,0.0,227643.47
2023-08-18,2023-08-21,2023-08-21,1.0,0,0.333333,151.3413,226860.58
2023-08-25,2023-08-28,2023-08-28,1.0,0,0.333333,156.7561,234977.47
2023-09-01,2023-09-05,2023-09-05,1.0,0,0.333333,161.8088,242551.46
2023-09-08,2023-09-11,2023-09-11,1.0,0,0.333333,160.2489,240213.09
2023-09-15,2023-09-18,2023-09-18,1.0,0,0.666667,315.3145,236170.56
2023-09-22,2023-09-25,2023-09-25,1.0,0,0.333333,150.1172,225025.74
2023-09-29,2023-10-02,2023-10-02,1.0,0,0.333333,150.1814,225121.92
2023-10-06,2023-10-09,2023-10-09,1.0,0,0.666667,292.4747,219063.59
2023-10-13,2023-10-16,2023-10-16,1.0,0,0.333333,151.0853,226476.86
2023-10-20,2023-10-23,2023-10-23,1.0,0,0.0,0.0,223296.35
2023-10-27,2023-10-30,2023-10-30,1.0,0,0.333333,139.5324,209159.09
2023-11-03,2023-11-06,2023-11-06,1.0,0,0.333333,141.6341,212309.54
2023-11-10,2023-11-13,2023-11-13,1.0,0,0.666667,294.5236,220598.14
2023-11-17,2023-11-20,2023-11-20,1.0,0,0.333333,149.1922,223639.14
2023-11-24,2023-11-27,2023-11-27,1.0,0,0.333333,151.6008,227249.6
2023-12-01,2023-12-04,2023-12-04,1.0,0,0.333333,148.7422,222964.49
2023-12-08,2023-12-11,2023-12-11,1.0,0,0.333333,152.0171,227873.67
2023-12-15,2023-12-18,2023-12-18,1.0,0,0.666667,309.2191,231605.08
2023-12-22,2023-12-26,2023-12-26,1.0,0,0.0,0.0,231318.76
2023-12-29,2024-01-02,2024-01-02,1.0,0,0.0,0.0,235744.01
2024-01-05,2024-01-08,2024-01-08,1.0,0,0.0,0.0,228023.95
2024-01-12,2024-01-16,2024-01-16,1.0,0,0.0,0.0,232885.43
2024-01-19,2024-01-22,2024-01-22,1.0,0,0.333333,168.6619,252824.2
2024-01-26,2024-01-29,2024-01-29,1.0,0,0.0,0.0,256109.3
2024-02-02,2024-02-05,2024-02-05,1.0,0,0.0,0.0,264767.58
2024-02-09,2024-02-12,2024-02-12,1.0,0,0.333333,182.8372,274072.95
2024-02-16,2024-02-20,2024-02-20,1.0,0,0.0,0.0,276503.39
2024-02-23,2024-02-26,2024-02-26,1.0,0,0.0,0.0,288255.8
2024-03-01,2024-03-04,2024-03-04,1.0,0,0.0,0.0,310193.23
2024-03-08,2024-03-11,2024-03-11,1.0,0,0.0,0.0,320070.47
2024-03-15,2024-03-18,2024-03-18,1.0,0,0.0,0.0,307431.53
2024-03-22,2024-03-25,2024-03-25,1.0,0,0.333333,209.2576,313677.13
2024-04-05,2024-04-08,2024-04-08,1.0,0,0.333333,208.0456,311860.35
2024-04-12,2024-04-15,2024-04-15,1.0,0,0.333333,206.2886,309226.58
2024-04-19,2024-04-22,2024-04-22,1.0,0,0.0,0.0,288501.02
2024-04-26,2024-04-29,2024-04-29,1.0,0,0.333333,195.7026,293358.22
2024-05-03,2024-05-06,2024-05-06,1.0,0,0.333333,195.6447,293271.44
2024-05-10,2024-05-13,2024-05-13,1.0,0,0.333333,198.0409,296863.37
2024-05-17,2024-05-20,2024-05-20,1.0,0,0.0,0.0,306278.07
2024-05-24,2024-05-28,2024-05-28,1.0,0,0.0,0.0,321914.19
2024-05-31,2024-06-03,2024-06-03,1.0,0,0.333333,216.3931,324373.28
2024-06-07,2024-06-10,2024-06-10,1.0,0,0.333333,226.1516,339001.31
2024-06-14,2024-06-17,2024-06-17,1.0,0,0.666667,469.5879,351721.34
2024-06-21,2024-06-24,2024-06-24,1.0,0,0.0,0.0,339293.64
2024-06-28,2024-07-01,2024-07-01,1.0,0,0.333333,223.5454,335094.48
2024-07-05,2024-07-08,2024-07-08,1.0,0,0.333333,233.8567,350551.26
2024-07-12,2024-07-15,2024-07-15,1.0,0,0.0,0.0,355790.55
2024-07-19,2024-07-22,2024-07-22,1.0,0,0.0,0.0,333441.32
2024-07-26,2024-07-29,2024-07-29,1.0,0,0.333333,214.5489,321608.83
2024-08-02,2024-08-05,2024-08-05,1.0,0,0.0,0.0,315828.92
2024-08-09,2024-08-12,2024-08-12,1.0,0,0.0,0.0,311160.18
2024-08-16,2024-08-19,2024-08-19,1.0,0,0.666667,458.8081,343647.28
2024-08-23,2024-08-26,2024-08-26,1.0,0,0.666667,470.0222,352046.64
2024-08-30,2024-09-03,2024-09-03,1.0,0,0.666667,475.2861,355989.32
2024-09-06,2024-09-09,2024-09-09,1.0,0,0.333333,222.5944,333669.06
2024-09-13,2024-09-16,2024-09-16,1.0,0,0.333333,226.4949,339515.92
2024-09-20,2024-09-23,2024-09-23,1.0,0,0.333333,225.1806,337545.68
2024-09-27,2024-09-30,2024-09-30,1.0,0,0.0,0.0,341145.7
2024-10-04,2024-10-07,2024-10-07,1.0,0,0.333333,233.5777,350133.01
2024-10-11,2024-10-14,2024-10-14,1.0,0,1.0,698.3942,348498.71
2024-10-18,2024-10-21,2024-10-21,1.0,0,0.0,0.0,347680.44
2024-10-25,2024-10-28,2024-10-28,1.0,0,0.333333,230.3578,345306.35
2024-11-01,2024-11-04,2024-11-04,1.0,0,0.333333,225.8409,338535.58
2024-11-08,2024-11-11,2024-11-11,1.0,0,0.333333,241.4471,361929.18
2024-11-15,2024-11-18,2024-11-18,1.0,0,0.333333,235.5606,353105.41
2024-11-22,2024-11-25,2024-11-25,1.0,0,0.333333,233.7797,350435.74
2024-11-29,2024-12-02,2024-12-02,1.0,0,0.0,0.0,351365.63
2024-12-06,2024-12-09,2024-12-09,1.0,0,0.0,0.0,357766.65
2024-12-13,2024-12-16,2024-12-16,1.0,0,0.666667,462.1738,346168.2
2024-12-20,2024-12-23,2024-12-23,1.0,0,0.333333,230.913,346138.6
2024-12-27,2024-12-30,2024-12-30,1.0,0,0.333333,238.2911,357198.3
2025-01-03,2025-01-06,2025-01-06,1.0,0,0.333333,239.4965,359005.26
2025-01-10,2025-01-13,2025-01-13,1.0,0,0.0,0.0,352109.52
2025-01-17,2025-01-21,2025-01-21,1.0,0,0.0,0.0,365147.07
2025-01-24,2025-01-27,2025-01-27,1.0,0,0.0,0.0,376303.25
2025-01-31,2025-02-03,2025-02-03,1.0,0,0.333333,245.9952,368746.73
2025-02-07,2025-02-10,2025-02-10,1.0,0,0.666667,493.7487,369817.78
2025-02-14,2025-02-18,2025-02-18,1.0,0,0.0,0.0,381723.22
2025-02-21,2025-02-24,2025-02-24,1.0,0,0.333333,235.6785,353282.0
2025-02-28,2025-03-03,2025-03-03,1.0,0,0.0,0.0,346354.82
2025-03-07,2025-03-10,2025-03-10,1.0,0,0.333333,220.4513,330456.49
2025-03-14,2025-03-17,2025-03-17,1.0,0,0.333333,211.1422,316502.16
2025-03-21,2025-03-24,2025-03-24,1.0,0,0.333333,215.3512,322811.42
2025-03-28,2025-03-31,2025-03-31,1.0,0,0.0,0.0,323907.69
2025-04-04,2025-04-07,2025-04-07,1.0,0,0.333333,190.5147,285581.49
2025-04-11,2025-04-14,2025-04-14,1.0,0,0.666667,389.9711,292088.36
2025-04-25,2025-04-28,2025-04-28,1.0,0,0.666667,353.1328,264496.5
2025-05-02,2025-05-05,2025-05-05,1.0,0,0.333333,173.1547,259558.93
2025-05-09,2025-05-12,2025-05-12,1.0,0,0.333333,174.1131,260995.57
2025-05-16,2025-05-19,2025-05-19,1.0,0,0.666667,356.2168,266806.37
2025-05-23,2025-05-27,2025-05-27,1.0,0,0.0,0.0,260790.24
2025-05-30,2025-06-02,2025-06-02,1.0,0,0.333333,178.7612,267963.07
2025-06-06,2025-06-09,2025-06-09,1.0,0,0.0,0.0,276199.25
2025-06-13,2025-06-16,2025-06-16,1.0,0,0.0,0.0,277987.86
2025-06-20,2025-06-23,2025-06-23,1.0,0,0.0,0.0,280395.9
2025-06-27,2025-06-30,2025-06-30,1.0,0,0.333333,200.2131,300119.45
2025-07-11,2025-07-14,2025-07-14,1.0,0,0.0,0.0,308503.39
2025-07-18,2025-07-21,2025-07-21,1.0,0,0.0,0.0,324011.67
2025-07-25,2025-07-28,2025-07-28,1.0,0,0.0,0.0,333796.63
2025-08-01,2025-08-04,2025-08-04,1.0,0,0.0,0.0,336868.76
2025-08-08,2025-08-11,2025-08-11,1.0,0,0.0,0.0,350019.61
2025-08-15,2025-08-18,2025-08-18,1.0,0,0.0,0.0,352466.98
2025-08-22,2025-08-25,2025-08-25,1.0,0,0.0,0.0,339656.89
2025-08-29,2025-09-02,2025-09-02,1.0,0,0.333333,223.4009,334878.0
2025-09-05,2025-09-08,2025-09-08,1.0,0,0.333333,222.3458,333296.38
2025-09-12,2025-09-15,2025-09-15,1.0,0,0.0,0.0,350308.18
2025-09-19,2025-09-22,2025-09-22,1.0,0,0.333333,234.0971,350911.61
2025-09-26,2025-09-29,2025-09-29,1.0,0,0.333333,229.9431,344684.74
2025-10-03,2025-10-06,2025-10-06,1.0,0,0.333333,231.0716,346376.33
2025-10-10,2025-10-13,2025-10-13,1.0,0,0.333333,246.7769,369918.64
2025-10-17,2025-10-20,2025-10-20,1.0,0,0.333333,259.9351,389642.64
2025-10-24,2025-10-27,2025-10-27,1.0,0,0.333333,270.5966,405624.23
2025-10-31,2025-11-03,2025-11-03,1.0,0,0.0,0.0,410293.1
2025-11-07,2025-11-10,2025-11-10,1.0,0,0.333333,260.1858,390018.57
2025-11-14,2025-11-17,2025-11-17,1.0,0,0.0,0.0,410770.65
2025-11-21,2025-11-24,2025-11-24,1.0,0,0.0,0.0,400900.3
2025-11-28,2025-12-01,2025-12-01,1.0,0,0.0,0.0,421441.86
2025-12-05,2025-12-08,2025-12-08,1.0,0,0.0,0.0,413593.0
2025-12-12,2025-12-15,2025-12-15,1.0,0,0.0,0.0,406504.04
2025-12-19,2025-12-22,2025-12-22,1.0,0,0.0,0.0,413239.05
2025-12-26,2025-12-29,2025-12-29,1.0,0,0.0,0.0,417911.85
2026-01-02,2026-01-05,2026-01-05,1.0,0,0.333333,282.9858,424195.7
2026-01-09,2026-01-12,2026-01-12,1.0,0,0.0,0.0,428038.19
2026-01-16,2026-01-20,2026-01-20,1.0,0,0.333333,278.6638,417717.11
2026-01-23,2026-01-26,2026-01-26,1.0,0,0.0,0.0,425771.07
2026-01-30,2026-02-02,2026-02-02,1.0,0,0.0,0.0,433172.71
2026-02-06,2026-02-09,2026-02-09,1.0,0,0.333333,292.1929,437997.19
2026-02-13,2026-02-17,2026-02-17,1.0,0,0.333333,289.1718,433468.46
2026-02-20,2026-02-23,2026-02-23,1.0,0,0.0,0.0,421922.91
2026-02-27,2026-03-02,2026-03-02,1.0,0,0.0,0.0,434760.31
2026-03-06,2026-03-09,2026-03-09,1.0,0,0.333333,287.5874,431093.49
2026-03-13,2026-03-16,2026-03-16,1.0,0,0.0,0.0,442505.46
2026-03-20,2026-03-23,2026-03-23,1.0,0,0.0,0.0,444132.62
2026-03-27,2026-03-30,2026-03-30,1.0,0,0.0,0.0,463254.63
2026-04-10,2026-04-13,2026-04-13,1.0,0,0.333333,287.9521,431640.14
2026-04-17,2026-04-20,2026-04-20,1.0,0,0.333333,294.0846,440832.76
2026-04-24,2026-04-27,2026-04-27,1.0,0,0.333333,323.2696,484581.12
2026-05-01,2026-05-04,2026-05-04,1.0,0,0.0,0.0,496688.73
2026-05-08,2026-05-11,2026-05-11,1.0,0,0.333333,365.6323,548082.79
2026-05-15,2026-05-18,2026-05-18,1.0,0,0.333333,357.5852,536020.26
2026-05-22,2026-05-26,2026-05-26,1.0,0,0.333333,363.5356,544939.86
2026-05-29,2026-06-01,2026-06-01,1.0,0,0.333333,375.3464,562644.3
2026-06-05,2026-06-08,2026-06-08,1.0,0,0.0,0.0,529042.89
2026-06-12,2026-06-15,2026-06-15,1.0,0,0.333333,365.7595,548273.46
2026-06-26,2026-06-29,2026-06-29,1.0,0,0.333333,383.4157,574740.14
2015-01-02,2015-01-05,2015-01-05,1.0,0,1.0,20.0,9980.0
2015-01-09,2015-01-12,2015-01-12,1.0,0,0.0,0.0,10062.62
2015-01-16,2015-01-20,2015-01-20,1.0,0,0.0,0.0,9506.48
2015-01-23,2015-01-26,2015-01-26,1.0,0,0.0,0.0,10043.35
2015-01-30,2015-02-02,2015-02-02,1.0,0,0.0,0.0,10817.35
2015-02-06,2015-02-09,2015-02-09,1.0,0,0.0,0.0,11746.11
2015-02-13,2015-02-17,2015-02-17,1.0,0,0.0,0.0,12247.47
2015-02-20,2015-02-23,2015-02-23,1.0,0,0.0,0.0,12227.27
2015-02-27,2015-03-02,2015-03-02,1.0,0,0.0,0.0,12228.25
2015-03-06,2015-03-09,2015-03-09,1.0,0,0.0,0.0,11919.42
2015-03-13,2015-03-16,2015-03-16,1.0,0,0.0,0.0,11496.55
2015-03-20,2015-03-23,2015-03-23,1.0,0,0.0,0.0,11721.78
2015-03-27,2015-03-30,2015-03-30,1.0,0,0.0,0.0,11450.8
2015-04-10,2015-04-13,2015-04-13,1.0,0,0.333333,7.8351,11744.79
2015-04-17,2015-04-20,2015-04-20,1.0,0,0.333333,7.6315,11439.59
2015-04-24,2015-04-27,2015-04-27,1.0,0,0.333333,7.7506,11618.17
2015-05-01,2015-05-04,2015-05-04,1.0,0,0.333333,7.6603,11482.73
2015-05-08,2015-05-11,2015-05-11,1.0,0,0.333333,7.6851,11519.96
2015-05-15,2015-05-18,2015-05-18,1.0,0,0.0,0.0,11614.48
2015-05-22,2015-05-26,2015-05-26,1.0,0,0.0,0.0,11809.51
2015-05-29,2015-06-01,2015-06-01,1.0,0,0.333333,8.1542,12223.19
2015-06-05,2015-06-08,2015-06-08,1.0,0,0.333333,8.0154,12015.1
2015-06-12,2015-06-15,2015-06-15,1.0,0,0.333333,8.1729,12251.25
2015-06-19,2015-06-22,2015-06-22,1.0,0,0.666667,16.3126,12218.13
2015-06-26,2015-06-29,2015-06-29,1.0,0,0.666667,16.4764,12340.85
2015-07-10,2015-07-13,2015-07-13,1.0,0,0.333333,8.232,12339.75
2015-07-17,2015-07-20,2015-07-20,1.0,0,0.0,0.0,12789.09
2015-07-24,2015-07-27,2015-07-27,1.0,0,0.666667,17.4031,13034.96
2015-07-31,2015-08-03,2015-08-03,1.0,0,0.0,0.0,12978.1
2015-08-07,2015-08-10,2015-08-10,1.0,0,0.0,0.0,12926.69
2015-08-14,2015-08-17,2015-08-17,1.0,0,0.0,0.0,13169.14
2015-08-21,2015-08-24,2015-08-24,1.0,0,0.333333,8.1246,12178.8
2015-08-28,2015-08-31,2015-08-31,1.0,0,0.0,0.0,12407.06
2015-09-04,2015-09-08,2015-09-08,1.0,0,0.333333,7.9467,11912.09
2015-09-11,2015-09-14,2015-09-14,1.0,0,0.0,0.0,12491.59
2015-09-18,2015-09-21,2015-09-21,1.0,0,0.333333,8.4799,12711.34
2015-09-25,2015-09-28,2015-09-28,1.0,0,0.333333,8.1613,12233.72
2015-10-02,2015-10-05,2015-10-05,1.0,0,0.333333,8.2499,12366.66
2015-10-09,2015-10-12,2015-10-12,1.0,0,0.0,0.0,12723.46
2015-10-16,2015-10-19,2015-10-19,1.0,0,0.0,0.0,13413.02
2015-10-23,2015-10-26,2015-10-26,1.0,0,0.333333,9.2741,13901.89
2015-10-30,2015-11-02,2015-11-02,1.0,0,0.333333,9.4312,14137.29
2015-11-06,2015-11-09,2015-11-09,1.0,0,0.333333,10.0639,15085.78
2015-11-13,2015-11-16,2015-11-16,1.0,0,0.0,0.0,14488.46
2015-11-20,2015-11-23,2015-11-23,1.0,0,0.0,0.0,15118.37
2015-11-27,2015-11-30,2015-11-30,1.0,0,0.333333,10.0883,15122.39
2015-12-04,2015-12-07,2015-12-07,1.0,0,0.333333,10.359,15528.08
2015-12-11,2015-12-14,2015-12-14,1.0,0,0.0,0.0,14914.75
2015-12-18,2015-12-21,2015-12-21,1.0,0,0.0,0.0,15052.92
2016-01-08,2016-01-11,2016-01-11,1.0,0,0.0,0.0,14066.73
2016-01-15,2016-01-19,2016-01-19,1.0,0,0.0,0.0,13264.45
2016-01-22,2016-01-25,2016-01-25,1.0,0,0.333333,9.1996,13790.16
2016-01-29,2016-02-01,2016-02-01,1.0,0,0.333333,9.3198,13970.45
2016-02-05,2016-02-08,2016-02-08,1.0,0,0.333333,8.3365,12496.49
2016-02-12,2016-02-16,2016-02-16,1.0,0,0.333333,8.0597,12081.44
2016-02-19,2016-02-22,2016-02-22,1.0,0,0.0,0.0,13042.46
2016-02-26,2016-02-29,2016-02-29,1.0,0,0.0,0.0,13314.02
2016-03-04,2016-03-07,2016-03-07,1.0,0,0.0,0.0,13534.71
2016-03-11,2016-03-14,2016-03-14,1.0,0,0.0,0.0,13622.97
2016-03-18,2016-03-21,2016-03-21,1.0,0,0.333333,9.3131,13960.38
2016-04-01,2016-04-04,2016-04-04,1.0,0,0.333333,9.6006,14391.34
2016-04-08,2016-04-11,2016-04-11,1.0,0,0.0,0.0,14052.74
2016-04-15,2016-04-18,2016-04-18,1.0,0,0.333333,9.4558,14174.24
