champion,real_excess_CAGR,null_mean,null_median,null_p95,number_exceeding_real,n_permutations,corrected_empirical_p_value
S8_SECTOR_NEUTRAL_MOMENTUM,-4.92,-21.66,-21.86,-16.71,0,200,0.004975
