signal_date,exec_date,regime,stress_level,equity,w_SHY,w_IEF,w_TLT,w_SPY,w_MTUM,w_USMV,w_GLD,w_MSFT,w_NVDA,w_XLK,w_AAPL,w_QQQ,w_IWM,w_XLF
2016-02-19,2016-02-22,defensive,low_stress,10379.046325683386,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-02-26,2016-02-29,defensive,low_stress,10427.27982134689,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-03-04,2016-03-07,defensive,low_stress,10461.656361011617,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-03-11,2016-03-14,mixed,low_stress,10415.625293617672,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-03-18,2016-03-21,risk_on_normal,low_stress,10494.417977216994,0.056,0.0,,0.296,0.056,0.056,0.056,,0.192,0.288,,,,
2016-03-24,2016-03-28,risk_on_normal,low_stress,10473.678752946056,0.1545,0.1301,,0.0244,0.0244,0.0244,0.1545,,0.1951,0.2927,,,,
2016-04-01,2016-04-04,risk_on_normal,low_stress,10663.51918788107,0.056,0.0,,0.296,0.056,0.056,0.056,,0.192,0.288,,,,
2016-04-08,2016-04-11,risk_on_strong,low_stress,10588.11483159826,0.056,0.0,,0.296,0.056,0.056,0.056,,0.192,0.288,,,,
2016-04-15,2016-04-18,risk_on_strong,low_stress,10752.754144177861,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,,0.186,0.2791,0.186,,,
2016-04-22,2016-04-25,risk_on_strong,low_stress,10574.894842192838,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,,0.1905,,,,0.2857,0.2857
2016-04-29,2016-05-02,risk_on_normal,low_stress,10491.990229563195,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,,0.1905,,,,0.2857,0.2857
2016-05-06,2016-05-09,risk_on_normal,low_stress,10325.557335130998,0.05,0.0,,0.05,0.3,0.05,0.05,,0.2,,,,,0.3
2016-05-13,2016-05-16,risk_on_normal,low_stress,10624.163915929332,0.0634,0.0,,0.3,0.3,0.0634,0.0634,,0.2098,,,,,
2016-05-20,2016-05-23,risk_on_normal,low_stress,10637.010122118407,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,,0.1905,,,,0.2857,0.2857
2016-05-27,2016-05-31,risk_on_strong,low_stress,10914.877747717896,0.0569,0.0325,,0.0244,0.0244,0.0244,0.0569,,0.1951,,,,0.2927,0.2927
2016-06-03,2016-06-06,risk_on_strong,low_stress,10918.138017234272,0.0583,0.0333,,0.025,0.3,0.025,0.0583,,0.2,,,,0.3,
2016-06-10,2016-06-13,risk_on_strong,low_stress,10917.614345128823,0.0583,0.0333,,0.025,0.3,0.025,0.0583,,0.2,,,,0.3,
2016-06-17,2016-06-20,mixed,low_stress,10871.839019002318,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-06-24,2016-06-27,mixed,low_stress,10967.485320485583,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2016-07-01,2016-07-05,risk_on_normal,low_stress,11048.977701416321,0.0515,0.0,,0.0515,0.3,0.0515,0.0515,,0.1976,,,,0.2965,
2016-07-08,2016-07-11,risk_on_strong,low_stress,11379.681470242369,0.0515,0.0,,0.0515,0.3,0.0515,0.0515,,0.1976,,,,0.2965,
2016-07-15,2016-07-18,risk_on_strong,low_stress,11448.947617072236,0.0515,0.0,,0.0515,0.3,0.0515,0.0515,,0.1976,,,,0.2965,
2016-07-22,2016-07-25,risk_on_strong,low_stress,11552.715718335337,0.0795,0.0,,0.0795,0.3,0.0795,0.0795,0.1909,0.1909,,,,,
2016-07-29,2016-08-01,risk_on_strong,low_stress,11635.699284627792,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-08-05,2016-08-08,risk_on_strong,low_stress,11764.412885996591,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-08-12,2016-08-15,risk_on_strong,low_stress,11924.929787463132,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-08-19,2016-08-22,risk_on_strong,low_stress,11873.52245747087,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-08-26,2016-08-29,risk_on_strong,low_stress,11801.132743040725,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-09-02,2016-09-06,risk_on_strong,low_stress,11828.4168233968,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-09-09,2016-09-12,risk_on_strong,low_stress,11438.46640142619,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2016-09-16,2016-09-19,risk_on_strong,low_stress,11517.362932687056,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-09-23,2016-09-26,risk_on_strong,low_stress,11631.338583782179,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-09-30,2016-10-03,risk_on_strong,low_stress,11792.042940346231,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-10-07,2016-10-10,risk_on_strong,low_stress,11706.76243078132,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-10-14,2016-10-17,risk_on_normal,low_stress,11638.275608428272,0.1008,0.031,,0.0698,0.0698,0.0698,0.1008,0.186,0.186,,0.186,,,
2016-10-21,2016-10-24,risk_on_normal,low_stress,11795.447711401937,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-10-28,2016-10-31,risk_on_normal,low_stress,11648.43100222736,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-11-04,2016-11-07,risk_on_normal,low_stress,11382.044598071217,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2016-11-11,2016-11-14,risk_on_normal,low_stress,11739.916615685117,0.0569,0.0325,,0.0244,0.0244,0.0244,0.0569,0.1951,,,,,0.2927,0.2927
2016-11-18,2016-11-21,risk_on_strong,low_stress,11884.73779056878,0.0735,0.0544,,0.0191,0.0191,0.0191,0.0735,0.1962,,,,,0.2726,0.2726
2016-11-25,2016-11-28,risk_on_strong,low_stress,11930.29476381203,0.0892,0.0751,,0.0141,0.0141,0.0141,0.0892,,,,0.1972,,0.2536,0.2536
2016-12-02,2016-12-05,risk_on_normal,low_stress,11898.545785378816,0.0997,0.089,,0.0107,0.0107,0.0107,0.0997,0.1979,,,,,0.2408,0.2408
2016-12-09,2016-12-12,risk_on_strong,low_stress,12171.089915551382,0.1059,0.0971,,0.0088,0.0088,0.0088,0.1059,0.1982,,,,,0.2333,0.2333
2016-12-16,2016-12-19,risk_on_strong,low_stress,12105.059713603348,0.1099,0.1025,,0.0075,0.0075,0.0075,0.1099,0.1985,,,,,0.2284,0.2284
2016-12-23,2016-12-27,risk_on_strong,low_stress,12102.724736784296,0.0801,0.0632,,0.017,0.017,0.017,0.0801,0.1966,,,,,0.2645,0.2645
2016-12-30,2017-01-03,risk_on_strong,low_stress,11979.041204765737,0.0596,0.0361,,0.0235,0.0235,0.0235,0.0596,0.1953,,,,,0.2894,0.2894
2017-01-06,2017-01-09,risk_on_strong,low_stress,12016.459176194683,0.0569,0.0325,,0.0244,0.0244,0.0244,0.0569,0.1951,,,,,0.2927,0.2927
2017-01-13,2017-01-17,risk_on_strong,low_stress,12088.092920874491,0.0569,0.0325,,0.0244,0.0244,0.0244,0.0569,0.1951,,,,,0.2927,0.2927
2017-01-20,2017-01-23,risk_on_strong,low_stress,12118.131490874319,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,0.1905,,,,,0.2857,0.2857
2017-01-27,2017-01-30,risk_on_strong,low_stress,12386.708970761387,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,0.1905,,,,,0.2857,0.2857
2017-02-03,2017-02-06,risk_on_strong,low_stress,12460.762835484587,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,,,,0.1905,,0.2857,0.2857
2017-02-10,2017-02-13,risk_on_strong,low_stress,12599.150515006506,0.0476,0.0,,0.0476,0.0476,0.0476,0.0476,,,0.2857,0.1905,,0.2857,
2017-02-17,2017-02-21,risk_on_strong,low_stress,12714.990690901377,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,,0.186,,0.186,,,0.2791
2017-02-24,2017-02-27,risk_on_strong,low_stress,12502.653262086764,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-03-03,2017-03-06,risk_on_strong,low_stress,12580.538192903272,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-03-10,2017-03-13,risk_on_strong,low_stress,12606.199737409072,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-03-17,2017-03-20,risk_on_strong,low_stress,12678.378518755624,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-03-24,2017-03-27,risk_on_strong,low_stress,12592.751169231915,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-03-31,2017-04-03,risk_on_strong,low_stress,12714.763699173529,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-04-07,2017-04-10,risk_on_strong,low_stress,12686.598357021674,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-04-13,2017-04-17,risk_on_strong,low_stress,12576.538514850205,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-04-21,2017-04-24,risk_on_strong,low_stress,12630.367400663825,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,,,,0.1909,0.2386,,
2017-04-28,2017-05-01,risk_on_strong,low_stress,12704.294604431443,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,,,,0.1909,0.2386,,
2017-05-05,2017-05-08,risk_on_strong,low_stress,12741.21257030078,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2017-05-12,2017-05-15,risk_on_strong,low_stress,12790.545265266326,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2017-05-19,2017-05-22,risk_on_strong,low_stress,12680.637346207253,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,,,,0.1909,0.2386,,
2017-05-26,2017-05-30,risk_on_strong,low_stress,12800.615422966359,0.0859,0.0,,0.0859,0.2812,0.0859,0.0859,0.1875,,,0.1875,,,
2017-06-02,2017-06-05,risk_on_strong,low_stress,12961.90402492991,0.0859,0.0,,0.0859,0.2812,0.0859,0.0859,0.1875,,,0.1875,,,
2017-06-09,2017-06-12,risk_on_strong,low_stress,12784.29378205752,0.0859,0.0,,0.0859,0.2812,0.0859,0.0859,0.1875,,,0.1875,,,
2017-06-16,2017-06-19,risk_on_strong,low_stress,12746.445158836765,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,0.1909,,,,0.2386,,
2017-06-23,2017-06-26,risk_on_strong,low_stress,12725.515657546202,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,0.1909,,,,0.2386,,
2017-06-30,2017-07-03,risk_on_strong,low_stress,12561.410467958716,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,,,,,0.288
2017-07-07,2017-07-10,risk_on_strong,low_stress,12650.85372953369,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,,,,,0.288
2017-07-14,2017-07-17,risk_on_strong,low_stress,12801.448174658859,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,0.1909,,,,0.2386,,
2017-07-21,2017-07-24,risk_on_strong,low_stress,12896.679914336912,0.0676,0.0,,0.0676,0.3,0.0676,0.0676,0.1909,,,,0.2386,,
2017-07-28,2017-07-31,risk_on_strong,low_stress,12855.92595566722,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,,,,,0.288
2017-08-04,2017-08-07,risk_on_strong,low_stress,12921.044720724381,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,,,,,0.288
2017-08-11,2017-08-14,risk_on_strong,low_stress,12762.35562072041,0.0795,0.0,,0.0795,0.3,0.0795,0.0795,0.1909,0.1909,,,,,
2017-08-18,2017-08-21,risk_on_strong,low_stress,12542.797030941882,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,,,,,0.2791
2017-08-25,2017-08-28,risk_on_strong,low_stress,12685.18920937177,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,,0.186,,0.186,,,0.2791
2017-09-01,2017-09-05,risk_on_strong,low_stress,12859.657767871347,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,,0.186,,0.186,,,0.2791
2017-09-08,2017-09-11,risk_on_strong,low_stress,12759.939222776871,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2017-09-15,2017-09-18,risk_on_strong,low_stress,12913.047807100134,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2017-09-22,2017-09-25,risk_on_strong,low_stress,12646.095235934357,0.05,0.0,,0.05,0.3,0.05,0.05,,0.2,,,,,0.3
2017-09-29,2017-10-02,risk_on_strong,low_stress,12886.55995137733,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-10-06,2017-10-09,risk_on_strong,low_stress,13031.977037578106,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-10-13,2017-10-16,risk_on_strong,low_stress,13231.561484438203,0.0795,0.0,,0.0795,0.3,0.0795,0.0795,0.1909,0.1909,,,,,
2017-10-20,2017-10-23,risk_on_strong,low_stress,13328.441714975173,0.0795,0.0,,0.0795,0.3,0.0795,0.0795,0.1909,0.1909,,,,,
2017-10-27,2017-10-30,risk_on_strong,low_stress,13613.186997956658,0.0795,0.0,,0.0795,0.3,0.0795,0.0795,0.1909,0.1909,,,,,
2017-11-03,2017-11-06,risk_on_strong,low_stress,13718.313983814573,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-11-10,2017-11-13,risk_on_strong,low_stress,13762.49788916953,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-11-17,2017-11-20,risk_on_strong,low_stress,13714.44995830424,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-11-24,2017-11-27,risk_on_strong,low_stress,13854.264823504052,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,0.2791,,,,
2017-12-01,2017-12-04,risk_on_strong,low_stress,13629.224351358183,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,,,,,0.2791
2017-12-08,2017-12-11,risk_on_strong,low_stress,13791.400443563536,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,,,,,0.2791
2017-12-15,2017-12-18,risk_on_strong,low_stress,13823.36349454475,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,,0.186,,,0.2791
2017-12-22,2017-12-26,risk_on_strong,low_stress,13761.455918034617,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2017-12-29,2018-01-02,risk_on_strong,low_stress,13707.627498018193,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2018-01-05,2018-01-08,risk_on_strong,low_stress,13952.220596877296,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-01-12,2018-01-16,risk_on_strong,low_stress,14102.5542571481,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-01-19,2018-01-22,risk_on_strong,low_stress,14350.397510787077,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-01-26,2018-01-29,risk_on_strong,low_stress,14510.76921820388,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,0.1839,,,0.2299,,
2018-02-02,2018-02-05,risk_on_strong,low_stress,14075.798275896403,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,,,,,0.2791
2018-02-09,2018-02-12,risk_on_strong,low_stress,14238.158974386897,0.0794,0.0317,,0.0476,0.0476,0.0476,0.0794,0.1905,0.1905,,,,,0.2857
2018-02-16,2018-02-20,risk_on_strong,low_stress,14738.506170260276,0.0931,0.0576,,0.0355,0.0355,0.0355,0.0931,0.1929,0.1929,,,,,0.2639
2018-02-23,2018-02-26,risk_on_strong,low_stress,14794.393546496645,0.1071,0.0839,,0.0232,0.0232,0.0232,0.1071,0.1954,0.1954,,,,,0.2417
2018-03-02,2018-03-05,risk_on_strong,low_stress,14418.372027197938,0.1182,0.1048,,0.0134,0.0134,0.0134,0.1182,0.1973,0.1973,,,0.2241,,
2018-03-09,2018-03-12,risk_on_strong,low_stress,14742.832843215629,0.1256,0.1189,,0.0068,0.0068,0.0068,0.1256,0.1986,0.1986,,,0.2122,,
2018-03-16,2018-03-19,risk_on_strong,low_stress,14617.27327596875,0.127,0.1214,,0.0056,0.0056,0.0056,0.127,0.1989,0.1989,,,0.2101,,
2018-03-23,2018-03-26,risk_on_normal,low_stress,14213.72428429433,0.1106,0.0905,,0.0201,0.2562,0.0201,0.1106,0.196,0.196,,,,,
2018-03-29,2018-04-02,risk_on_normal,low_stress,13909.56617907696,0.1014,0.0912,,0.0102,0.2489,0.0102,0.1014,0.198,,,,0.2387,,
2018-04-06,2018-04-09,risk_on_normal,low_stress,13984.182282135682,0.252,0.2276,,0.0244,0.0244,0.0244,0.252,0.1951,,,,,,
2018-04-13,2018-04-16,risk_on_normal,low_stress,14071.439544100205,0.252,0.2276,,0.0244,0.0244,0.0244,0.252,0.1951,,,,,,
2018-04-20,2018-04-23,risk_on_normal,low_stress,14034.362380071154,0.252,0.2276,,0.0244,0.0244,0.0244,0.252,0.1951,,,,,,
2018-04-27,2018-04-30,risk_on_normal,low_stress,14052.25318497476,0.252,0.2276,,0.0244,0.0244,0.0244,0.252,0.1951,,,,,,
2018-05-04,2018-05-07,risk_on_normal,low_stress,14096.244808779198,0.095,0.0612,,0.0338,0.0338,0.0338,0.095,0.1932,,0.2609,0.1932,,,
2018-05-11,2018-05-14,risk_on_strong,low_stress,14319.701099707598,0.1046,0.0431,,0.0616,0.0616,0.0616,0.1046,0.1877,0.1877,,0.1877,,,
2018-05-18,2018-05-21,risk_on_normal,low_stress,14106.589220539048,0.0799,0.0327,,0.0472,0.0472,0.0472,0.0799,0.1906,,,0.1906,,0.2849,
2018-05-25,2018-05-29,risk_on_normal,low_stress,14120.63711141543,0.0794,0.0317,,0.0476,0.0476,0.0476,0.0794,0.1905,,,0.1905,,0.2857,
2018-06-01,2018-06-04,risk_on_strong,low_stress,14297.894314262296,0.1008,0.031,,0.0698,0.0698,0.0698,0.1008,0.186,0.186,,0.186,,,
2018-06-08,2018-06-11,risk_on_strong,low_stress,14308.84765958681,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-06-15,2018-06-18,risk_on_strong,low_stress,14288.733369234165,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-06-22,2018-06-25,risk_on_strong,low_stress,14036.362707507275,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,,0.186,,0.2791,
2018-06-29,2018-07-02,risk_on_strong,low_stress,14041.221147006681,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-07-06,2018-07-09,risk_on_strong,low_stress,14174.512289071541,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,0.186,,,,0.2791,
2018-07-13,2018-07-16,risk_on_strong,low_stress,14223.315471770244,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-07-20,2018-07-23,risk_on_strong,low_stress,14252.359015023932,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-07-27,2018-07-30,risk_on_strong,low_stress,14269.154519015945,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-08-03,2018-08-06,risk_on_strong,low_stress,14706.586966002016,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-08-10,2018-08-13,risk_on_strong,low_stress,14705.687287899982,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-08-17,2018-08-20,risk_on_strong,low_stress,14832.160901720597,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-08-24,2018-08-27,risk_on_strong,low_stress,14974.774168258928,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-08-31,2018-09-04,risk_on_strong,low_stress,15206.525482972029,0.0805,0.0,,0.0805,0.0805,0.0805,0.0805,0.1839,,,0.1839,0.2299,,
2018-09-07,2018-09-10,risk_on_strong,low_stress,14909.422433265816,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-09-14,2018-09-17,risk_on_strong,low_stress,15129.636284726692,0.0859,0.0,,0.2812,0.0859,0.0859,0.0859,0.1875,,,0.1875,,,
2018-09-21,2018-09-24,risk_on_strong,low_stress,15255.018697698126,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-09-28,2018-10-01,risk_on_strong,low_stress,15471.676497096667,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-10-05,2018-10-08,risk_on_strong,low_stress,15105.98143045093,0.0909,0.0,,0.0909,0.0909,0.0909,0.0909,0.1818,0.1818,,0.1818,,,
2018-10-12,2018-10-15,risk_on_normal,low_stress,14722.90957066306,0.1746,0.127,,0.0476,0.0476,0.0476,0.1746,0.1905,,,0.1905,,,
2018-10-19,2018-10-22,risk_on_normal,low_stress,14785.594524736765,0.1746,0.127,,0.0476,0.0476,0.0476,0.1746,0.1905,,,0.1905,,,
2018-10-26,2018-10-29,defensive,low_stress,14632.22775608832,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-11-02,2018-11-05,defensive,low_stress,14643.472149890538,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-11-09,2018-11-12,mixed,low_stress,14603.962555226757,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-11-16,2018-11-19,defensive,low_stress,14720.603019241049,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-11-23,2018-11-26,defensive,low_stress,14694.551086858202,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-11-30,2018-12-03,mixed,low_stress,14767.954455213508,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-12-07,2018-12-10,defensive,low_stress,14816.783771111377,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-12-14,2018-12-17,crash_risk,low_stress,14763.74423884408,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-12-21,2018-12-24,crash_risk,low_stress,14755.987955412213,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2018-12-28,2018-12-31,crash_risk,low_stress,14897.602907421808,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-01-04,2019-01-07,crash_risk,low_stress,14917.81707615513,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-01-11,2019-01-14,crash_risk,low_stress,14948.279778388462,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-01-18,2019-01-22,defensive,low_stress,14923.131095312001,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-01-25,2019-01-28,defensive,low_stress,14988.749608877231,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-02-01,2019-02-04,mixed,low_stress,15096.104818582073,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-02-08,2019-02-11,defensive,low_stress,15144.451605557731,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-02-15,2019-02-19,risk_on_strong,low_stress,15194.583018036743,0.0415,0.0,,0.2996,0.0415,0.0415,0.0415,,,0.2915,,0.2429,,
2019-02-22,2019-02-25,risk_on_strong,low_stress,15288.355924679372,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,0.1882,,0.2824,,0.2353,,
2019-03-01,2019-03-04,risk_on_strong,low_stress,15331.439925947823,0.0361,0.0,,0.0361,0.0361,0.0361,0.0361,,,0.2892,,0.241,0.2892,
2019-03-08,2019-03-11,risk_on_normal,low_stress,15005.309814570004,0.056,0.0,,0.296,0.056,0.056,0.056,0.192,,0.288,,,,
2019-03-15,2019-03-18,risk_on_strong,low_stress,15276.913925154891,0.0361,0.0,,0.0361,0.0361,0.0361,0.0361,,,0.2892,,0.241,,0.2892
2019-03-22,2019-03-25,risk_on_strong,low_stress,15010.370837697747,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,,,0.2824,0.1882,0.2353,,
2019-03-29,2019-04-01,risk_on_strong,low_stress,15119.631029745324,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-04-05,2019-04-08,risk_on_strong,low_stress,15293.519254150808,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-04-12,2019-04-15,risk_on_strong,low_stress,15338.345346634966,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-04-18,2019-04-22,risk_on_strong,low_stress,15482.426814610346,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-04-26,2019-04-29,risk_on_strong,low_stress,15715.46285769583,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-05-03,2019-05-06,risk_on_strong,low_stress,15824.38797184611,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-05-10,2019-05-13,risk_on_strong,low_stress,15510.499430999262,0.0698,0.0,,0.0698,0.0698,0.0698,0.0698,0.186,,0.2791,0.186,,,
2019-05-17,2019-05-20,risk_on_strong,low_stress,15835.734822731569,0.0588,0.0,,0.0588,0.0588,0.0588,0.0588,0.1882,,0.2824,,0.2353,,
2019-05-24,2019-05-28,risk_on_strong,low_stress,15756.550757831064,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,0.288,,,,
2019-05-31,2019-06-03,mixed,low_stress,15570.497896205663,0.3,0.3,,0.0333,0.0333,0.0333,0.3,,,,,,,
2019-06-07,2019-06-10,risk_on_strong,low_stress,15675.826545435442,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,0.288,,,,
2019-06-14,2019-06-17,risk_on_strong,low_stress,15631.014202235378,0.056,0.0,,0.056,0.296,0.056,0.056,0.192,,0.288,,,,
