lab,v14_score,status,approved_for_web_paper,approved_for_real_money,champion_strategy,robustness_score,overfitting_risk,total_return,CAGR,sharpe,sortino,max_drawdown,calmar,annual_volatility,win_years_vs_spy,win_years_vs_qqq,win_years_vs_6040,strategy,turnover,total_cost,num_rebalances,exposure,research_only,spy_return,v6_return,v13_reference
v14_champion_refinement,85,APPROVED_FOR_WEB_PAPER,True,False,R1_RETURN_ENGINE,97,LOW,527.07,17.28,1.123,1.515,-23.88,0.724,15.27,0.5,0.4166666666666667,0.9166666666666666,R1_RETURN_ENGINE,0.2333,7815.58,602.0,0.767,,343.0,1853.28,A_tsmom + E4_adaptive refinement
