lab,v17_score,status,approved_for_web_paper,approved_for_real_money,universe_mode,tickers_initial,tickers_valid,champion_strategy,selected_factors,robustness_score,overfitting_risk,ic_stable,ml_ok,total_return,CAGR,sharpe,sortino,max_drawdown,calmar,annual_volatility,win_years_vs_spy,win_years_vs_qqq,win_years_vs_equal_weight,win_years_vs_6040,strategy,turnover,num_rebalances,concentration_risk,top_contributor_pct,survivorship_warning
v17_universal_equity_alpha_factory,35,REJECTED,False,False,QUICK_TEST,39,39,U2_COMPOSITE_TOP30_DIVERSIFIED,"rank_mom_60,rank_trend,trend_stack,rank_mom_120,near_52w_high_score,price_volume_breakout,rank_low_vol,rank_mom_252_skip_20",97,LOW,True,True,468.57,16.29,1.053,1.241,-20.44,0.797,15.52,0.6666666666666666,0.25,0.16666666666666666,0.9166666666666666,U2_COMPOSITE_TOP30_DIVERSIFIED,0.2641,530,LOW,15.86,"Este research usa tickers disponibles actualmente. Para research institucional real haría falta base de datos con acciones deslistadas, como CRSP/Norgate/Sharadar."
