lab,v15_score,status,approved_for_web_paper,approved_for_real_money,champion_strategy,current_regime,robustness_score,overfitting_risk,ml_research_only,total_return,CAGR,sharpe,sortino,max_drawdown,calmar,annual_volatility,win_years_vs_spy,win_years_vs_qqq,win_years_vs_6040,strategy,turnover,total_cost,num_rebalances,exposure,spy_return,v6_return,v14_return
v15_meta_champion_regime,70,CANDIDATE,False,False,M7_V6_V14_ADAPTIVE,risk_on_strong,96,LOW,True,620.27,18.7,1.201,1.622,-29.68,0.63,15.28,0.6666666666666666,0.4166666666666667,0.75,M7_V6_V14_ADAPTIVE,0.1732,7272.35,602,0.827,343.0,625.2,697.93
