status,predictions_unchanged,target_weights_unchanged,executions_unchanged,daily_returns_unchanged,portfolio_signal_dates,predictive_signal_dates,NO_ELIGIBLE_ASSETS,NO_FORWARD_TARGET,other_exclusions,B0_CAGR,B0_sharpe,B0_max_drawdown,PBO,trial_count,selected_forward_paper_challenger,current_public_model,public_model_changed,d2_tracker_changed,approved_for_real_money,PRED5_contract_status,M2_historical_status,M2_CAGR,M2_excess_CAGR,M2_mean_IC,M2_IR,M2_max_drawdown,M2_brier,M2_naive_brier,M2_brier_skill,M2_PRED1_4,M2_PRED5,M2_RETURN_PATH,DSR_B0,DSR_M1,DSR_M2,DSR_M3,M1_RIDGE_WEEKLY_RANK_CAGR,M1_RIDGE_WEEKLY_RANK_mean_IC,M1_RIDGE_WEEKLY_RANK_IR,M1_RIDGE_WEEKLY_RANK_PRED1_4,M1_RIDGE_WEEKLY_RANK_PRED5,M1_RIDGE_WEEKLY_RANK_acceptance_path,M2_LOGISTIC_TOP_QUARTILE_CAGR,M2_LOGISTIC_TOP_QUARTILE_mean_IC,M2_LOGISTIC_TOP_QUARTILE_IR,M2_LOGISTIC_TOP_QUARTILE_PRED1_4,M2_LOGISTIC_TOP_QUARTILE_PRED5,M2_LOGISTIC_TOP_QUARTILE_acceptance_path,M3_HIST_GRADIENT_BOOSTING_CAGR,M3_HIST_GRADIENT_BOOSTING_mean_IC,M3_HIST_GRADIENT_BOOSTING_IR,M3_HIST_GRADIENT_BOOSTING_PRED1_4,M3_HIST_GRADIENT_BOOSTING_PRED5,M3_HIST_GRADIENT_BOOSTING_acceptance_path
V20_1_2_CLEAN_REEVALUATION_VALIDATED,1,1,1,1,370,287,81,0,2,23.195550159301305,1.1682487507341155,-33.16402714980124,0.25,614,NONE,V14 R1 Return Engine,0,0,0,AMBIGUOUS_PREREGISTERED_DEFINITION,PROMISING_NOT_SELECTABLE_PRED5_AMBIGUOUS,32.312614661632466,9.11706450233116,0.06489993465078392,0.932963805503968,-30.369105626887293,0.29188863883114075,0.19635916457332867,-0.4865037721330161,PASS,UNRESOLVED,PASS,0.30807338780922144,0.3713159234232408,0.6354976542421176,0.26173989342268245,25.275282287074074,0.042000948954842,0.22543783233889894,PASS,UNRESOLVED,NONE,32.312614661632466,0.06489993465078392,0.932963805503968,PASS,UNRESOLVED,RETURN,21.91848084250829,0.039697907382154035,-0.11906927207509735,FAIL,UNRESOLVED,NONE
