strategy,total_return_pct,CAGR_pct,sharpe,max_drawdown_pct,annual_vol_pct,years,metric_consistency_error,METRIC_STATUS,n_periods,excess_CAGR_pct,active_mean_weekly,tracking_error,information_ratio
B0_SPY,777.93,14.08,0.857,-33.72,17.13,16.49,0.0,PASS,4147,-12.26,-0.0004284565161043971,0.0662707371888464,-1.6292416025286045
B1_EQUAL_WEIGHT,4298.86,26.34,1.282,-31.02,19.82,16.18,0.0,PASS,4070,0.0,0.0,0.0,0.0
B3_MOMENTUM,28014.92,40.77,1.276,-35.02,30.52,16.49,0.0,PASS,4147,14.43,0.0005361093083117962,0.19251222697156586,0.7017712475713396
B4_MOM_TREND,11576.23,33.46,1.174,-33.34,27.97,16.49,0.0,PASS,4147,7.12,0.00029191006632745524,0.18754422102887242,0.3922346223784415
B6_COMPOSITE,14559.72,35.32,1.204,-33.26,28.57,16.49,0.0,PASS,4147,8.98,0.0003549740255065174,0.1876016647502158,0.47682654920331397
