lab,v16_score,status,approved_for_web_paper,approved_for_real_money,champion_strategy,current_regime,current_stress,robustness_score,overfitting_risk,total_return,CAGR,sharpe,sortino,max_drawdown,calmar,annual_volatility,win_years_vs_spy,win_years_vs_qqq,win_years_vs_6040,strategy,turnover,total_cost,num_rebalances,exposure,concentration_risk,top_contributor_pct,recent_years_score,recent_years_label,spy_return,v15_m7_return,v14_return,v6_return
v16_drawdown_controlled_meta,50,REJECTED,False,False,V16_F_V14_AGGRESSIVE_CAPPED,risk_on_strong,low_stress,89,LOW,511.35,17.03,1.28,1.702,-18.57,0.917,12.97,0.5,0.3333333333333333,0.8333333333333334,V16_F_V14_AGGRESSIVE_CAPPED,0.1485,5305.88,601,1,MEDIUM,30.76,-20,NEGATIVE,343.0,657.04,697.92,687.61
