lab,audit_status,had_leakage,annualization_corrected,universe_mode,n_stocks,n_valid,real_ic_non_overlapping,ndcg_oos_mean,pbo,dsr_probability,champion_strategy,sharpe,CAGR,max_drawdown,win_years_vs_spy,win_years_vs_ew,ml_research_only,approved_for_real_money,gates,survivorship_warning
v17_1_leakage_generalization_audit,PASSED_AUDIT_BUT_NO_EDGE,False,True,QUICK_TEST,16,39,0.0003,0.7306,0.875,0.842,P1_BASELINE_MOMENTUM,1.579,31.82,-23.05,1.0,0.0833,True,False,"{""GATE_1_leakage"": true, ""GATE_2_min_200_stocks"": true, ""GATE_3_oos_only"": true, ""GATE_4_metrics_correct"": true, ""GATE_5_ic_stable"": false, ""GATE_6_pbo"": false, ""GATE_7_dsr"": false, ""GATE_8_concentration"": true, ""GATE_9_net_after_costs"": true, ""GATE_10_beats_benchmarks"": true}",El universo usa constituyentes actuales y conserva survivorship bias. No puede considerarse validacion institucional point-in-time.
