version,status,trial_count,approved_for_real_money,baseline_suite_scope,baseline_suite_xml_sha256,full_suite_xml_sha256,exports,zip,created_at_utc,baseline_suite_executed,baseline_suite_tests,baseline_suite_passed,baseline_suite_failed,baseline_suite_errors,baseline_suite_skipped,baseline_suite_duration,baseline_suite_xml_path,full_suite_executed,full_suite_tests,full_suite_passed,full_suite_failed,full_suite_errors,full_suite_skipped,full_suite_duration,full_suite_xml_path,production_files_changed,trackers_changed,state_files_changed
v27_1_4_1,REPOSITORY_BASELINE_FULLY_VERIFIED,619,False,FULL_REPOSITORY_EXCLUDING_V27_1_4_SELF_VERIFICATION,907b5455ea3b01d029693a5bb0a64a2a5a5ec691352888d72582bf0d1eb27d28,0020edd772ff6c8eda716197bf7ce44c386a743cbd05460f58054d5e0033f93b,"['research_v27_1_4_1_summary.csv', 'research_v27_1_4_1_baseline_suite_audit.csv', 'research_v27_1_4_1_full_suite_audit.csv', 'research_v27_1_4_1_integrity_audit.csv', 'research_v27_1_4_1_validation_tests.csv', 'research_v27_1_4_1_selected_config.json']",V27_1_4_1_SUITE_VERIFICATION_CLOSURE.zip,2026-07-17T21:13:32.693596+00:00,True,1835,1835,0,0,0,479.334,C:\Users\ivang\OneDrive\Escritorio\trading-signals-mvp\research_data\v27_1_4_1_baseline_suite.xml,True,1887,1887,0,0,0,503.949,C:\Users\ivang\OneDrive\Escritorio\trading-signals-mvp\research_data\v27_1_4_1_full_suite.xml,0,False,False
