MODE,FINAL_STATUS,n_valid_stocks,n_valid_etfs,n_sectors,top_k,real_ic,ic_p_value,real_excess_CAGR,null_p95_excess_CAGR,portfolio_p_value,ranker_train_ic,ranker_oos_ic,EXTREME_IC_REVIEW,RANKING_STATUS,PBO,DSR,win_pct_vs_ew,quick_gates
QUICK,PASSED_QUICK_READY_FOR_FULL,16,23,5,4,0.0466,0.0,8.98,-6.3,0.0,0.1022,0.0596,False,PASS_EQUIVALENT_RULES,1.0,0.7435072296933765,58.8,"{""Q1_temporal_contract"": true, ""Q2_metric_consistency"": true, ""Q3_weights_sum_1"": true, ""Q4_no_leverage"": true, ""Q5_null_permutations"": true, ""Q6_oos_predictions_only"": true, ""Q7_score_changes_holdings"": true, ""Q8_no_duplicate_periods"": true, ""Q9_random_distribution"": true, ""Q10_ranker_separated"": true}"
